Length Start,Length End,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,Calendar
9.37802,19.126,1.13393,1.13298,1.13198,1.13095,1.12988,1.12878,1.12763,1.12644,1.12522,1.12395,1.12265,1.12131,1.11928,1.11757,1.11455,1.11195,1.10931,1.10773,1.10722,1.10708,1.10764,1.10871,1.11046,1.11204,1.11374,1.11568,1.1177,1.1217,1.12455,1.12638,1.12865,1.13047,1.13163,1.13183,1.13252,1.13211,1.13318,1.1325,1.1317,1.13125,1.13001,1.12884,1.12855,1.12596,1.1243,1.12335,1.1229,1.12124,1.11987,1.11992,1.1196,1.12076,1.12,1.11996,1.12133,1.12112,1.12177,1.12257,1.12425,1.12567,1.12724,1.12893,1.13018,1.12975,1.1296,1.13001,1.12975,1.1276,1.12768,1.12799,1.12726,1.12603,1.12526,1.1252,1.12474,1.12354,1.12441,1.12491,1.12453,1.1225,1.12371,1.12354,1.12292,1.12343,1.1229,1.12329,1.12142,1.12014,1.11889,1.11671,1.1155,1.1147,1.1153,1.11485,1.11332,1.11276,1.11256,1.11273,1.11254,1.11246,1.11248,1.1126,1.11283,1.11315,1.11359,1.11412,1.11476,1.1155,1.11635,L011022850110087
19.126,28.358,1.13567,1.13391,1.13215,1.13039,1.12864,1.12689,1.12513,1.12338,1.12163,1.11989,1.11814,1.1164,1.11433,1.11253,1.10917,1.10629,1.10419,1.10254,1.10231,1.10128,1.10101,1.10127,1.10262,1.10308,1.10374,1.1046,1.106,1.10794,1.10928,1.10974,1.11098,1.11265,1.11441,1.11525,1.11667,1.11809,1.11965,1.119,1.11924,1.12019,1.12141,1.12113,1.12148,1.1191,1.11755,1.11726,1.11627,1.11341,1.11221,1.11121,1.11053,1.11088,1.10964,1.10968,1.11071,1.11066,1.11197,1.11404,1.11686,1.11932,1.12094,1.1234,1.1262,1.12642,1.12675,1.12686,1.12672,1.12485,1.12452,1.12432,1.12239,1.12079,1.11947,1.11789,1.11672,1.11393,1.11286,1.11254,1.11035,1.10757,1.10842,1.1086,1.10795,1.10808,1.1083,1.10873,1.10771,1.10734,1.10741,1.1067,1.10673,1.1071,1.10859,1.10924,1.1084,1.10895,1.10894,1.10913,1.10889,1.10859,1.10822,1.1078,1.10731,1.10675,1.10614,1.10546,1.10472,1.10392,1.10305,L011022850110087
28.358,37.592,1.12868,1.12854,1.12823,1.12775,1.1271,1.12628,1.12529,1.12413,1.1228,1.12131,1.11964,1.1178,1.11546,1.11303,1.10945,1.10662,1.10339,1.10027,1.09888,1.09651,1.09527,1.09454,1.09613,1.0961,1.09701,1.09874,1.09911,1.10101,1.10325,1.10495,1.10801,1.11181,1.11551,1.11829,1.11966,1.12206,1.12329,1.12287,1.12349,1.12391,1.12328,1.12194,1.12103,1.11829,1.11585,1.11463,1.11355,1.11117,1.10975,1.10859,1.1074,1.1088,1.10814,1.10978,1.11257,1.11373,1.11602,1.1188,1.12219,1.12459,1.12629,1.12817,1.13032,1.12996,1.12912,1.12852,1.12795,1.12561,1.12409,1.12334,1.12227,1.12126,1.11907,1.11791,1.11694,1.11422,1.1131,1.11313,1.1112,1.1082,1.10873,1.10822,1.10639,1.10487,1.10445,1.10313,1.10064,1.09884,1.098,1.0972,1.09648,1.09641,1.09802,1.0993,1.09987,1.10095,1.10195,1.10333,1.10381,1.10428,1.10476,1.10523,1.1057,1.10617,1.10664,1.1071,1.10756,1.10802,1.10848,L011022850110087
38.624,48.368,1.13182,1.13033,1.12879,1.12721,1.12558,1.12391,1.12219,1.12043,1.11863,1.11678,1.11489,1.11295,1.11023,1.10731,1.10446,1.10258,1.09956,1.09612,1.09608,1.09525,1.09625,1.09635,1.09942,1.10065,1.10263,1.10481,1.10572,1.10828,1.10991,1.11109,1.11432,1.11702,1.11931,1.12054,1.12077,1.12223,1.12252,1.12175,1.1217,1.12194,1.12093,1.12003,1.12118,1.12063,1.11937,1.11873,1.1196,1.11837,1.11814,1.11689,1.11613,1.11706,1.11606,1.11692,1.119,1.11878,1.11982,1.12197,1.12361,1.12482,1.12534,1.12662,1.12789,1.1281,1.12741,1.12727,1.12749,1.12623,1.12533,1.12499,1.12431,1.12331,1.12167,1.12036,1.11933,1.11788,1.11631,1.11507,1.11336,1.11091,1.11128,1.11154,1.1107,1.10995,1.11067,1.10975,1.10894,1.10846,1.10784,1.10772,1.10709,1.10696,1.10828,1.10793,1.10766,1.10736,1.10748,1.10725,1.10703,1.1068,1.10656,1.10629,1.10601,1.10571,1.10539,1.10505,1.1047,1.10432,1.10393,L011022850110087
48.368,57.594,1.13251,1.13105,1.12954,1.12798,1.12637,1.12471,1.123,1.12123,1.11942,1.11755,1.11563,1.11366,1.11026,1.10625,1.10445,1.10231,1.10021,1.09763,1.09801,1.09811,1.10008,1.10053,1.10323,1.10516,1.10738,1.10945,1.11142,1.11324,1.11636,1.11818,1.12096,1.12294,1.12557,1.12685,1.12598,1.12632,1.12402,1.12175,1.12153,1.12089,1.11938,1.11848,1.11933,1.11968,1.11931,1.11908,1.12067,1.12139,1.12243,1.12348,1.12513,1.12664,1.12778,1.13013,1.13282,1.13358,1.13494,1.13625,1.13701,1.1371,1.13567,1.13588,1.1365,1.13699,1.13541,1.13502,1.13499,1.1341,1.13318,1.13326,1.13316,1.13308,1.13303,1.13299,1.13328,1.13255,1.13117,1.13058,1.12935,1.12735,1.12733,1.12649,1.12513,1.12318,1.12241,1.12088,1.11987,1.11894,1.1168,1.11659,1.11527,1.11489,1.11593,1.11553,1.1154,1.11576,1.1169,1.11687,1.11664,1.11637,1.11605,1.11568,1.11526,1.11479,1.11428,1.11372,1.1131,1.11244,1.11174,L011022850110087
58.626,68.358,1.12881,1.12855,1.12816,1.12763,1.12696,1.12615,1.1252,1.12411,1.12289,1.12152,1.12001,1.11836,1.11543,1.11133,1.10927,1.1074,1.10483,1.10185,1.10088,1.10101,1.10244,1.10269,1.10534,1.10796,1.1107,1.11356,1.11608,1.11972,1.12402,1.12686,1.13047,1.13257,1.13432,1.13542,1.13424,1.13386,1.13152,1.12967,1.12894,1.12754,1.12393,1.12214,1.12218,1.12284,1.12241,1.12178,1.12329,1.12465,1.12519,1.12651,1.12759,1.12916,1.12978,1.13144,1.13317,1.13344,1.13381,1.13339,1.13282,1.13191,1.13066,1.12997,1.12926,1.12942,1.12824,1.12886,1.12973,1.13022,1.1307,1.13149,1.13252,1.13356,1.1345,1.13548,1.13616,1.13697,1.1371,1.13716,1.13648,1.13516,1.13483,1.13282,1.13103,1.12907,1.1277,1.1257,1.12425,1.12315,1.1206,1.12005,1.11871,1.11817,1.11889,1.1179,1.11833,1.11829,1.11928,1.11963,1.11982,1.12007,1.12039,1.12077,1.12122,1.12174,1.12232,1.12296,1.12367,1.12445,1.12529,L011022850110087
68.358,77.136,1.13482,1.13371,1.13257,1.1314,1.1302,1.12898,1.12772,1.12643,1.12512,1.12378,1.1224,1.121,1.11816,1.11462,1.11294,1.11058,1.10899,1.10733,1.10782,1.10948,1.11126,1.11152,1.11362,1.11686,1.1196,1.12229,1.12495,1.12825,1.13245,1.13421,1.13697,1.13782,1.13875,1.13871,1.13728,1.13644,1.13499,1.13358,1.13256,1.13154,1.1297,1.12936,1.13004,1.1307,1.13103,1.13123,1.1323,1.13364,1.13405,1.13426,1.13456,1.13428,1.13346,1.13279,1.13283,1.13119,1.13058,1.12859,1.12734,1.12662,1.12568,1.12572,1.12558,1.127,1.12682,1.12838,1.13056,1.13214,1.13355,1.13476,1.13518,1.13578,1.13674,1.13657,1.13662,1.13698,1.1365,1.13573,1.13499,1.13335,1.13288,1.13121,1.13061,1.12979,1.12874,1.12824,1.12783,1.12808,1.12674,1.12747,1.12734,1.12683,1.1274,1.12684,1.1268,1.12695,1.12831,1.12767,1.12728,1.12679,1.12621,1.12554,1.12478,1.12394,1.123,1.12198,1.12086,1.11966,1.11836,L011022850110087
77.1539,86.9419,1.13996,1.13893,1.13788,1.13682,1.13574,1.13465,1.13355,1.13243,1.1313,1.13015,1.12899,1.12782,1.12571,1.12309,1.12177,1.11966,1.11867,1.11787,1.11753,1.11918,1.11978,1.11901,1.11983,1.12183,1.12362,1.12476,1.12639,1.12755,1.13127,1.13295,1.13541,1.13692,1.1388,1.13982,1.1396,1.14086,1.14199,1.14141,1.14131,1.14055,1.1406,1.14097,1.14136,1.142,1.14219,1.14257,1.1426,1.14302,1.14279,1.14223,1.142,1.14156,1.14093,1.14006,1.14002,1.13888,1.1387,1.13685,1.13657,1.13686,1.13577,1.13409,1.13377,1.13459,1.1345,1.13517,1.13658,1.13693,1.13689,1.13702,1.13598,1.13632,1.13669,1.13625,1.13582,1.13545,1.13515,1.13429,1.13361,1.13193,1.13138,1.12977,1.12877,1.12712,1.12563,1.12499,1.12383,1.12289,1.12194,1.1222,1.122,1.1216,1.12199,1.12246,1.12298,1.12451,1.12637,1.12666,1.12658,1.12638,1.12607,1.12564,1.12509,1.12443,1.12365,1.12276,1.12175,1.12063,1.11939,L011022850110087
86.9699,96.742,1.13494,1.13437,1.13378,1.13317,1.13254,1.13189,1.13122,1.13053,1.12982,1.12909,1.12835,1.12758,1.12684,1.12535,1.12345,1.12279,1.12225,1.12113,1.12042,1.12078,1.1203,1.11913,1.11968,1.12125,1.12201,1.12315,1.12369,1.12481,1.12824,1.12953,1.13146,1.13363,1.13535,1.13621,1.13714,1.1395,1.14191,1.14262,1.14328,1.1435,1.14382,1.14424,1.14407,1.14443,1.14433,1.14399,1.14276,1.14181,1.1403,1.13887,1.13737,1.13625,1.13546,1.13329,1.13311,1.1323,1.13216,1.13135,1.13268,1.13424,1.13489,1.13408,1.13304,1.13349,1.13467,1.13476,1.13459,1.13428,1.13275,1.13113,1.1292,1.12925,1.1289,1.12749,1.12626,1.1253,1.12545,1.12503,1.12486,1.12314,1.12272,1.12275,1.12325,1.12155,1.12058,1.11975,1.11789,1.11771,1.11764,1.11651,1.11584,1.11499,1.11489,1.1143,1.11448,1.11551,1.1169,1.11718,1.1174,1.11764,1.11791,1.1182,1.11851,1.11885,1.11921,1.1196,1.12001,1.12044,1.1209,L011022850110087
